question_image,correct_answer,explanation
https://www.indiabix.com/_files/images/puzzles/10-2-q-27.png,22,"In each circle, the lower number equals the product of the top two numbers, subtracting 3 for the left hand circle, 4 for the middle, and 5 for the right hand circle."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-1.png,4,"In each diamond, add the left and right hand numbers together, and subtract this sum from the top number to give the value at the bottom."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-2.png,7,"In each row of the diagram, the central value equals the sum of the differences between the left hand pair of numbers and the right hand pair of numbers."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-3.png,7,The inner digit in each segment equals the sum of the two numbers in the outer part of the opposite segment.
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-6.png,0,"In each row of each grid, multiply the left and right hand numbers together to give a digit value, and write this value in the two centre boxes."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-8.png,5,"In each H shape, the central number is equal to the difference between the sum of the 3 left hand numbers and the sum of the 3 right hand numbers."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-11.png,7,"Reading each row of the diagram as a series of 3 digit numbers, the centre 3 digit number equals the sum of the top 2 numbers, and the sum of the lower 2 numbers."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-13.png,22,"Add together values in corresponding positions of the top two crosses, and put the results in the lower left cross. Calculate the difference between values in corresponding positions of the top two crosses, and put the results in the lower right cross. Finally, add together the  values in corresponding positions of the lower two crosses to give the values in the central cross."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-15.png,2,"Start with the top left hand box, and move around the others in a clockwise spiral towards the centre. Read each box as a pair of 2 digit numbers, one above the other. The sum of the 2 digit numbers in each box follows the sequence 55, 60, 65, 70 and 75."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-27.png,6,"In each group of circles, the centre number equals the average of the four surrounding numbers."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-28.png,11,"Split the left and right hand circles in half, vertically. The sum of the numbers in the left hand half of the left circle appears in the top left hand segment of the middle circle, and the sum of the numbers in the right hand half of the left hand circle appears in the bottom left hand segment of the middle circle. Repeat this pattern for the right hand circle."
,,
https://www.indiabix.com/_files/images/puzzles/10-3-q-29.png,7,"In each diagram, the sum of the upper left and upper middle numbers is written in the centre box, and the sum of the upper right and upper middle numbers is written in the lower central box."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-1.png,6,The number at the centre of each segment equals the sum of the numbers on the outside of the opposite segment.
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-4.png,23,"Looking at the diagram as two columns, numbers in the left hand column increase by 5, 6, 7 etc, and numbers in the right hand column increase by 6, 7, 8 etc."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-5.png,5,"The numbers in the lower circles equal the numbers in corresponding segments in  the upper circles multiplied by two, then subtract 3 for the left hand circle, 4 for the middle and 5 for the right hand circle."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-7.png,2,The diagram represents a multiplication sum : 128 x 2 = 256.
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-9.png,96,"Moving from left to right, numbers follow the sequence of square numbers, from 6 to 10, subtracting 4 each time."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-10.png,9,"Reading each pair of numbers in a row as a 2 digit number, values increase by 6 each time."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-12.png,3,"Reading each column as a 3 digit number, moving from left to right, the columns follow the sequence of cube numbers of 5, 6 and 7."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-14.png,13,"In each star, the central value equals the sum of the upper and lower digits on each star, subtracting the sum of the left and right hand digits."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-16.png,6,"In each circle, double the numbers on the left hand side and put the result in the opposite segment on the right hand side."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-18.png,4,"Adding up the digits in each oval shape, as you move down the column this total increases by 2 each time, from 12 to 22."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-19.png,1,"In each circle, the number in the lower left segment equals the sum of the  numbers in the top two segments, and the number in the lower right circle equals the difference between the numbers in the top two segments."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-21.png,2,"Working in rows, the sum of numbers in each row follows the sequence 5, 10, 15, 20, 15, 10, 5."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-22.png,9,"Working from left to right, the sum of the two smaller numbers on each triangle equals the third number."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-24.png,6,The number in the centre of each star equals the average of the surrounding 5 numbers.
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-26.png,43,"In each triangle, multiply the lower two numbers together and add the upper number to give the value at the centre."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-28.png,4,"Each row of the grid contains each of the 10 digits, 0 to 9, written in a random order."
,,
https://www.indiabix.com/_files/images/puzzles/10-4-q-29.png,6,Numbers in the segments of the lower left circle equal the sum of the numbers in the upper left and central circles. Numbers in the segments of the lower right circle equal the sum of the numbers in corresponding segments of the upper right and central circles.
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-4.png,10,The numbers on the points of the lower triangle equal the sum of the numbers on corresponding points of the upper two triangles.
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-7.png,37,"As you move down, subtract 3 from the previous number, then 5, 7, 9 and 11."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-8.png,11,"Taking any side of the triangle, the sum of the two corner digits is written in one of the circles on that side, and the difference is written in the other circle."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-11.png,90,"As you move down, the numbers represent multiples of 12, subtracting 1, for the first step, adding 2 for the second, subtracting 3 for the third, adding 4 for the next etc. etc."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-12.png,9,"Reading each horizontal line as a 4 digit number, add together the top two rows to give the result in the third row, and subtract the first row number from the second to give the result in the fourth row."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-15.png,3,"In each row, the sum of the digits is 10."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-17.png,21,Each number represents the numerical value of the vowels in the alphabet.
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-20.png,26,"Moving clockwise around the chain, numbers increase by 4, then 3, then 2, before repeating this pattern."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-21.png,42,"Starting in the top left and moving in a Z shape around the diagram, each  number equals the sum of the previous 2 numbers."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-23.png,2,"The numbers in the segments of the top left circle equal the sum of the numbers in corresponding segments of the lower two circles, and the numbers in the top right circle equal the difference between numbers in corresponding segments of the lower two circles."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-24.png,1,"Starting with the bottom line of the triangle and moving up, the sum of the digits in each line decreases by 5 each time, from 20 to 5."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-26.png,2,Numbers in the squares of the top middle figure equal the sum of the numbers in corresponding squares of the other 3 figures.
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-27.png,13,"Starting at the top left and working down, then to the right and up, and finally to the right and down in a zig-zag shape, numbers follow the repeated sequence, subtracting 1 then adding 3 etc."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-28.png,4,"Working in rows from top to bottom, the sum of the digits in each row increases by 2 each time, from 20 to 30."
,,
https://www.indiabix.com/_files/images/puzzles/10-5-q-30.png,3,"Working in rows, the number in the central oval equals the sum of the left and right hand numbers, divided by 3."
,,
https://www.indiabix.com/_files/images/puzzles/10-6-q-3.png,7,"In each segment of the circle, multiply the outer 2 numbers together and subtract the sum of the outer 2 numbers in the opposite segment to give the value in the inner grey segment."
,,
https://www.indiabix.com/_files/images/puzzles/10-6-q-6.png,1,"Values in the lower left table equal the sums of the values in corresponding positions of the top two tables, and values in the lower right table equal the difference in values in corresponding positions of the top two tables."
,,
https://www.indiabix.com/_files/images/puzzles/10-6-q-9.png,5,"In each diagram, the sum of the three upper numbers equals the product of the two lower numbers."
,,
https://www.indiabix.com/_files/images/puzzles/10-6-q-12.png,12,"The diagram contains two diamonds of 3x3 circles, arranged side by side, with the central 4 circles overlapping. Starting in the central left circle of each diamond, the numbers from 1 to 9 are written in lines, moving up and to the right. In the circles where the diamonds overlap, the values are added together to give the ones shown on the final diagram."
,,
https://www.indiabix.com/_files/images/puzzles/10-6-q-13.png,1,Add up the four outer numbers and place your answer in the centre square of the shape one place clockwise.
,,
https://www.indiabix.com/_files/images/puzzles/10-6-q-18.png,1,"Split the grid in half vertically, to give two columns, 3 squares wide. Working from top to bottom, left then right, and reading each 3 square row as a whole 3 digit number, the columns follow the sequence of square numbers, from 10 to 21."
,,
https://www.indiabix.com/_files/images/puzzles/10-6-q-22.png,1,"Taking any series of 3 numbers in a straight line in the diagram, their total is always 19."
,,
https://www.indiabix.com/_files/images/puzzles/10-6-q-25.png,1,"Working from the top row, add the values in adjacent boxes and put this sum in the box directly below, working towards the centre. Repeat this pattern starting at the bottom row as well."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-3.png,4,"Working in rows, from top to bottom, the sum of the digits in each row increases by 2 each time, from 8 to 16."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-4.png,9,"Working clockwise around the 3 triangles, the sum of the outer digits in each triangle is written in the centre of the triangle one place clockwise."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-6.png,72,"Numbers follow the sequence of Square Numbers, from 1 to 6, multiplying each one by 2."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-7.png,68,"As you move down, multiply each number by 2 and subtract 4."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-8.png,2,The sum of the numbers along each side of the triangle is always 15.
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-11.png,16,"As you move downwards, numbers increase by 3, then 2, then 1, before repeating this pattern."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-12.png,7,The numbers in each row of the diagram add up to 18.
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-15.png,2,"The sum of the 4 digits at the corners of the diagram is 17, as is the sum of the 4 digits in the middle of each side of the diagram."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-19.png,9,"Starting with the top left square, and moving clockwise around the other 3, the sum of the digits in each square follows the sequence 20, 19, 18, 17."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-20.png,71,"As you move clockwise around the diagram, add the previous 2 numbers together and subtract 3 to give the next number in the chain."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-21.png,9,"Starting with the numbers in the top row, and following straight lines through the centre of the diagram, subtract 3 from the number and put the result in the corresponding lower circle."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-22.png,2,"Reading the top and bottom lines as 2 digit numbers, multiply these together to give the 3 digit result, written in the middle."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-23.png,1,Numbers in the segments of the lower left circle equal the sum of the digits in corresponding segments of the upper circles. Numbers in the lower right circle equal the difference between numbers in corresponding segments of the upper circles.
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-27.png,56,"Starting at the top left and moving down, then to the right and up, in a snakes and ladders pattern, add the first two numbers together and subtract 1 to get the next in the sequence."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-28.png,6,"Divide the whole diagram into 4 equal quarters, each comprising of a 3x3 square. The sequence of numbers in the top left quarter is repeated in each of the other quarters, but increasing by 1 each time as you move clockwise."
,,
https://www.indiabix.com/_files/images/puzzles/10-7-q-30.png,4,"In each row of the diagram, the sum of the left and right hand digits, minus the central digit is always 8."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-1.png,8,"Divide the circle, horizontally and vertically, to give 4 quarters. The sum of the numbers in the segments of each quarter equals 11."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-7.png,6,"Working through the diagram in rows, and reading each row as a whole number, the diagram represents a subtraction sum : 203 - 7 = 196"
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-9.png,39,"Moving from left to right, add 6 to the first number to get the next one along, then 8, 10 and 12 to complete the sequence."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-10.png,16,"Starting with the top left number, and working down one row at a time, alternating between left and right, double the number each time. Repeat this sequence, starting with the top right number."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-11.png,1,Numbers in segments of the central circle equal the difference between the sum of the numbers in corresponding segments of the left two and right two circles.
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-12.png,16,"Working in columns, starting with the top number, add 4 to give the next value down, and add 5 to give the one under that."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-14.png,11,"In each star, add together the top 3 numbers, and subtract the lower 2 numbers, to give the value in the centre of each star."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-17.png,3,"In each row of the diagram, add the left and right hand digits together and add 2 to give the result in the centre."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-18.png,601,"Starting at the top, double each number and add 7 to give the next number down."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-20.png,92,"Working from top to bottom, left to right, add together the first two numbers and subtract 3 to give the next value along."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-22.png,47,"Starting at the top on the left, and working in rows across the 3 triangles, values increase by 2, then 3, then 4 etc."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-24.png,9,"In each star, the average of the outer 3 numbers is written in the centre of the star."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-26.png,21,"In each triangle, add the lower 2 digits together and multiply by the upper digit to give the result in the centre."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-27.png,1,"In each circle, add together the numbers in the left and right hand segments, and subtract 2 to give the result in the lower segment."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-29.png,1,"Using the numbers in the segments of the lower two circles, the numbers in the upper left circle equal the sum of the numbers in corresponding segments of the lower 2 circles, the numbers in the upper central circle equal the difference between numbers in corresponding segments of the lower 2 circles, and the numbers in the upper right circle equal the product of the numbers in corresponding segments of the lower 2 circles."
,,
https://www.indiabix.com/_files/images/puzzles/10-8-q-30.png,0,"Working from left to right and reading each pair of numbers as a 2 digit value, these values represent the sequence of multiples of 7, starting at 49 and finishing on 70."
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-2.png,3,Work through the diagram in columns. The value in the centre of each column equals the difference between the sum of the top 2 numbers and the bottom two numbers.
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-3.png,2,"In each slice of the circle, the difference between the outer and middle numbers is written in the inner segment of the opposite slice."
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-5.png,4,Calculate the difference between adjacent numbers in the centre of each oval and put the result in the space between the two ovals in the opposite side of the diagram.
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-6.png,11,"Numbers in the top right hand grid equal the sum of the numbers in corresponding positions in the upper and lower left hand grids, and numbers in the lower right hand grid equal the difference between numbers in corresponding positions in the upper and lower left hand grids."
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-8.png,6,"In each diagram, the central value equals the difference between the sums of the numbers in the left hand column and the sums of the numbers in the right hand column."
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-9.png,14,"In each diagram, the number at the top equals the average of the four smaller numbers."
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-10.png,11,"In each triangular group of circles, start with the longest row and add together 3 adjacent values and put this sum in the circle directly above or below the centre of the 3 values. Continue this sequence towards the apex of each triangle."
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-11.png,6,"Calculating the sum of the 3 numbers in each row, from top to bottom, the rows follow the sequence of 11, 13, 15 etc."
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-12.png,5,"Start with the row of 4 numbers in the centre of the diagram, and add adjacent pairs of numbers together, putting the results in the circles directly above. Repeat this pattern for the next row up. Next, calculate the difference between adjacent numbers in the middle row, putting the results in the circles directly below. Repeat this pattern for the next row down."
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-14.png,6,"Start with the numbers along the top right diagonal of the diagram, and add pairs of adjacent numbers together, putting the result in the square to the lower left of the original pair of numbers. Continue in this way towards the lower left hand corner."
,,
https://www.indiabix.com/_files/images/puzzles/10-9-q-15.png,14,"Add together numbers in corresponding segments of the upper 2 squares, and put the results in the middle square. Numbers in the lower left square equal the product of the upper left and central squares, and numbers in the lower right square equal the product of the upper right and central squares."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-2.png,9,"Taking numbers in diagonally opposite squares, calculate their sum, and put the answer in the small, inner square of the upper number. Calculate their difference, and put this answer in the small, inner square of the lower number."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-5.png,1,"Starting with the 3 circles in the top row, add together values in corresponding segments of the left and right hand halves of the left hand circle, and put the results in corresponding segments of the left hand half of the central circle. Repeat this pattern for the left and right hand segments of the right hand circle. For the lower row, follow the same pattern, but calculating the differences between values in the left and right hand halves of the left and right hand circles, putting the results in the central circle."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-8.png,1,"Taking the top 3 numbers, add them together, and write the 2 digit result in the spaces below. Repeat this pattern for the next set of numbers."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-9.png,6,"Working from left to right, numbers represent the reverse alphabetical values of the vowels in the alphabet."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-10.png,6,"Working from top to bottom, and reading each pair of boxes as a 2 digit number, add 10 to the first number to give the next one down, then add 15, and 20 to complete the sequence."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-11.png,13,"As you move from left to right, the sum of the digits in each circle forms a sequence of multiples of 6, from 6 to 30."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-12.png,6,"Working in rows, the central value equals the difference between the left and right hand values."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-13.png,18,"Starting on the top left, and moving clockwise around the diagram, add the first two values together to give the next value along. Repeat this sequence."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-14.png,6,"For each star, add the outer numbers together and divide by 3 for the left hand, 4 for the centre, and 5 for the right hand, putting the result in the centre."
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-19.png,12,Add together numbers in corresponding segments of the upper two and lower left circles to give the values in corresponding segments of the lower right circle.
,,
https://www.indiabix.com/_files/images/puzzles/10-10-q-20.png,3,"Starting at the top and moving down, reading each pair of boxes as a 2 digit number, add the separate digits to the 2 digit number as a whole, and put the result in the 2 boxes below. Continue this sequence as you move down."
